hhid,direction,obBundleNum,obBundleType,ibBundleNum,ibBundleType,chauffPnum,child1Pnum,child2Pnum,child2Pnum,partySize,party,homeTaz,homeMaz,chauffTourNum,chauffTourPurp,chauffPrimDestTaz,chauffPrimDestMaz,child1TourId,child2TourId,child3TourId,child1PersTripId,child1SchoolTaz,child1SchoolMaz,child2PersTripId,child2SchoolTaz,child2SchoolMaz,child3PersTripId,child3SchoolTaz,child3SchoolMaz,obBundelDepMin,obStop1Min,obStop2Min,obStop3Min,ibStop1Min,ibStop2Min,ibStop3Min,ibBundelerrMin,obBundelDepInt,obStop1Int,obStop2Int,obStop3Int,ibStop1Int,ibStop2Int,ibStop3Int,ibBundelerrInt,numStopsAfterDropoffs
883,1,1,1,0,0,2,4,0,0,2,"[ 2,4 ]",138,23255,1,411,278,20839,1,0,0,1,278,20839,0,0,0,0,0,0,19,20,0,0,0,0,0,0,271.40527,299,0,0,0.0,0,0,0,0
912,1,1,2,0,0,1,3,0,0,2,"[ 1,3 ]",140,22567,1,1,150,22210,1,0,0,1,53,24076,0,0,0,0,0,0,22,22,0,0,0,0,0,0,323.3634,328,0,0,0.0,0,0,0,0
912,2,0,0,1,1,1,4,0,0,2,"[ 1,4 ]",140,22567,2,411,115,22553,1,0,0,2,115,22553,0,0,0,0,0,0,0,0,0,0,59,0,0,60,0.0,0,0,0,893.3634,879,0,0,1
929,1,1,2,0,0,1,2,0,0,2,"[ 1,2 ]",142,22277,1,1,99,23363,1,0,0,1,195,22321,0,0,0,0,0,0,18,18,0,0,0,0,0,0,265.67862,267,0,0,0.0,0,0,0,0
935,1,1,2,0,0,1,2,0,0,2,"[ 1,2 ]",143,22515,1,1,103,23068,1,0,0,1,195,22321,0,0,0,0,0,0,16,16,0,0,0,0,0,0,234.41986,234,0,0,0.0,0,0,0,0
952,2,0,0,1,1,1,3,0,0,2,"[ 1,3 ]",143,22644,3,411,336,26628,1,0,0,2,336,26628,0,0,0,0,0,0,0,0,0,0,67,0,0,67,0.0,0,0,0,996.2825,1000,0,0,0
953,1,1,2,0,0,2,3,0,0,2,"[ 2,3 ]",143,22675,1,1,444,444,1,0,0,1,115,22551,0,0,0,0,0,0,17,17,0,0,0,0,0,0,249.02478,250,0,0,0.0,0,0,0,0
965,1,1,1,0,0,1,3,0,0,2,"[ 1,3 ]",146,22284,1,411,154,21811,1,0,0,1,154,21811,0,0,0,0,0,0,20,21,0,0,0,0,0,0,296.30273,303,0,0,0.0,0,0,0,0
965,1,2,2,0,0,1,4,0,0,2,"[ 1,4 ]",146,22284,2,1,389,22300,1,0,0,1,155,21813,0,0,0,0,0,0,24,24,0,0,0,0,0,0,356.30273,359,0,0,0.0,0,0,0,0
965,2,0,0,1,2,2,4,0,0,2,"[ 2,4 ]",146,22284,1,1,146,22284,1,0,0,1,155,21813,0,0,0,0,0,0,0,0,0,0,24,0,0,52,0.0,0,0,0,776.30273,359,0,0,3
966,1,1,2,0,0,1,4,0,0,2,"[ 1,4 ]",146,22284,1,1,393,22506,1,0,0,1,123,22046,0,0,0,0,0,0,18,19,0,0,0,0,0,0,265.23785,285,0,0,0.0,0,0,0,0
966,2,0,0,1,2,1,4,0,0,2,"[ 1,4 ]",146,22284,1,1,146,22284,1,0,0,1,123,22046,0,0,0,0,0,0,0,0,0,0,19,0,0,51,0.0,0,0,0,760.23785,285,0,0,0
969,1,1,2,0,0,2,3,4,0,3,"[ 2,3,4 ]",146,22284,1,1,198,22609,1,1,0,1,123,22046,2,87,25067,0,0,0,17,18,20,0,0,0,0,0,249.55945,270,289,0,0.0,0,0,0,0
986,1,1,2,0,0,2,4,0,0,2,"[ 2,4 ]",146,22821,1,1,135,23718,1,0,0,1,147,22458,0,0,0,0,0,0,23,23,0,0,0,0,0,0,337.53513,339,0,0,0.0,0,0,0,0
990,1,1,2,0,0,1,4,0,0,2,"[ 1,4 ]",146,22862,1,1,44,25321,1,0,0,1,155,21813,0,0,0,0,0,0,23,23,0,0,0,0,0,0,331.66254,335,0,0,0.0,0,0,0,0
991,1,1,1,0,0,2,3,0,0,2,"[ 2,3 ]",146,22871,1,411,69,25056,1,0,0,1,69,25056,0,0,0,0,0,0,15,16,0,0,0,0,0,0,218.3396,234,0,0,0.0,0,0,0,0
991,2,0,0,1,2,2,3,0,0,2,"[ 2,3 ]",146,22871,2,1,146,22871,1,0,0,1,69,25056,0,0,0,0,0,0,0,0,0,0,16,0,0,60,0.0,0,0,0,893.3396,234,0,0,1
993,1,1,2,0,0,2,4,3,0,3,"[ 2,4,3 ]",148,22178,1,1,140,22668,1,1,0,1,155,21813,2,155,21813,0,0,0,23,23,24,0,0,0,0,0,338.45605,342,348,0,0.0,0,0,0,0
993,2,0,0,1,2,2,3,0,0,2,"[ 2,3 ]",148,22178,1,1,148,22178,1,0,0,2,155,21813,0,0,0,0,0,0,0,0,0,0,24,0,0,51,0.0,0,0,0,758.45605,348,0,0,0
1000,1,1,2,0,0,2,4,5,3,4,"[ 2,4,5,3 ]",148,22266,1,1,18,22250,1,1,1,1,393,22335,2,154,21811,3,123,22046,18,19,21,23,0,0,0,0,259.43115,272,304,335,0.0,0,0,0,0
1001,1,1,2,0,0,5,3,0,0,2,"[ 5,3 ]",148,22266,1,1,277,20920,1,0,0,1,155,21813,0,0,0,0,0,0,20,21,0,0,0,0,0,0,298.4674,302,0,0,0.0,0,0,0,0
1003,1,1,2,0,0,1,4,0,0,2,"[ 1,4 ]",148,22266,1,1,287,20934,1,0,0,1,109,23587,0,0,0,0,0,0,19,19,0,0,0,0,0,0,273.1882,278,0,0,0.0,0,0,0,0
1005,1,1,1,0,0,2,5,4,0,3,"[ 2,5,4 ]",148,22301,1,411,123,22046,1,1,0,1,123,22046,2,155,21813,0,0,0,18,19,21,0,0,0,0,0,267.4908,277,301,0,0.0,0,0,0,0
1005,2,0,0,1,1,2,5,0,0,2,"[ 2,5 ]",148,22301,2,411,123,22046,1,0,0,1,123,22046,0,0,0,0,0,0,0,0,0,0,19,0,0,48,0.0,0,0,0,717.4908,277,0,0,0
1005,2,0,0,2,1,2,4,0,0,2,"[ 2,4 ]",148,22301,3,411,155,21813,1,0,0,2,155,21813,0,0,0,0,0,0,0,0,0,0,21,0,0,50,0.0,0,0,0,747.4908,301,0,0,0
1012,1,1,1,0,0,1,4,0,0,2,"[ 1,4 ]",149,21884,1,411,154,21811,1,0,0,1,154,21811,0,0,0,0,0,0,16,16,0,0,0,0,0,0,227.53122,233,0,0,0.0,0,0,0,0
1027,1,1,2,0,0,2,4,3,0,3,"[ 2,4,3 ]",150,22296,1,1,207,22179,1,1,0,1,154,21811,2,154,21811,0,0,0,18,18,18,0,0,0,0,0,255.95941,264,270,0,0.0,0,0,0,0
1027,2,0,0,1,1,2,5,0,0,2,"[ 2,5 ]",150,22296,2,411,155,21813,1,0,0,2,155,21813,0,0,0,0,0,0,0,0,0,0,55,0,0,55,0.0,0,0,0,810.9594,813,0,0,0
1037,1,1,2,0,0,1,2,0,0,2,"[ 1,2 ]",151,21930,2,1,444,444,1,0,0,1,154,21811,0,0,0,0,0,0,18,18,0,0,0,0,0,0,260.94412,268,0,0,0.0,0,0,0,0
1042,1,1,1,0,0,3,2,0,0,2,"[ 3,2 ]",151,21995,1,411,358,26241,1,0,0,1,358,26241,0,0,0,0,0,0,21,24,0,0,0,0,0,0,308.04697,348,0,0,0.0,0,0,0,0
1049,1,1,2,0,0,2,3,0,0,2,"[ 2,3 ]",152,21654,1,1,78,24242,1,0,0,1,123,22220,0,0,0,0,0,0,16,16,0,0,0,0,0,0,227.09471,236,0,0,0.0,0,0,0,0
1049,2,0,0,1,2,2,3,0,0,2,"[ 2,3 ]",152,21654,2,1,152,21654,1,0,0,1,123,22220,0,0,0,0,0,0,0,0,0,0,16,0,0,55,0.0,0,0,0,812.0947,236,0,0,2
1050,1,1,2,0,0,1,3,0,0,2,"[ 1,3 ]",152,21654,1,1,117,22133,1,0,0,1,285,21027,0,0,0,0,0,0,21,23,0,0,0,0,0,0,313.2617,334,0,0,0.0,0,0,0,0
1053,1,1,1,0,0,2,6,0,0,2,"[ 2,6 ]",152,21676,1,411,123,22046,1,0,0,1,123,22046,0,0,0,0,0,0,16,16,0,0,0,0,0,0,226.4026,235,0,0,0.0,0,0,0,0
1053,1,2,1,0,0,2,4,0,0,2,"[ 2,4 ]",152,21676,2,411,22,23762,1,0,0,1,22,23762,0,0,0,0,0,0,22,22,0,0,0,0,0,0,316.40262,328,0,0,0.0,0,0,0,0
1053,2,0,0,1,1,5,4,0,0,2,"[ 5,4 ]",152,21676,1,411,22,23762,1,0,0,1,22,23762,0,0,0,0,0,0,0,0,0,0,22,0,0,55,0.0,0,0,0,811.4026,328,0,0,0
1059,1,1,2,0,0,1,3,0,0,2,"[ 1,3 ]",152,21751,1,1,4,23992,1,0,0,1,285,21051,0,0,0,0,0,0,19,20,0,0,0,0,0,0,274.7985,296,0,0,0.0,0,0,0,0
1059,1,2,1,0,0,2,4,0,0,2,"[ 2,4 ]",152,21751,1,411,64,25483,1,0,0,1,64,25483,0,0,0,0,0,0,15,17,0,0,0,0,0,0,214.7985,243,0,0,0.0,0,0,0,0
1060,1,1,2,0,0,2,3,0,0,2,"[ 2,3 ]",152,21756,1,1,199,22118,1,0,0,1,22,23762,0,0,0,0,0,0,23,24,0,0,0,0,0,0,334.42984,346,0,0,0.0,0,0,0,0
1085,1,1,2,0,0,2,3,0,0,2,"[ 2,3 ]",156,21770,1,1,200,22386,1,0,0,1,296,21858,0,0,0,0,0,0,20,21,0,0,0,0,0,0,296.94302,311,0,0,0.0,0,0,0,0
1085,2,0,0,1,2,2,3,0,0,2,"[ 2,3 ]",156,21770,1,1,156,21770,1,0,0,1,296,21858,0,0,0,0,0,0,0,0,0,0,21,0,0,50,0.0,0,0,0,746.943,311,0,0,2
1087,1,1,2,0,0,1,3,0,0,2,"[ 1,3 ]",157,21543,1,1,221,20376,1,0,0,1,155,21813,0,0,0,0,0,0,19,20,0,0,0,0,0,0,281.8393,286,0,0,0.0,0,0,0,0
1088,1,1,1,0,0,1,3,0,0,2,"[ 1,3 ]",157,21545,1,411,154,21811,1,0,0,1,154,21811,0,0,0,0,0,0,18,18,0,0,0,0,0,0,263.35416,265,0,0,0.0,0,0,0,0
1088,2,0,0,1,1,1,3,0,0,2,"[ 1,3 ]",157,21545,2,411,154,21811,1,0,0,1,154,21811,0,0,0,0,0,0,0,0,0,0,18,0,0,49,0.0,0,0,0,728.3542,265,0,0,0
1090,1,1,2,0,0,1,4,3,0,3,"[ 1,4,3 ]",159,21619,2,1,103,23137,1,1,0,1,379,21622,2,154,21811,0,0,0,16,16,17,0,0,0,0,0,237.28906,239,249,0,0.0,0,0,0,0
1090,2,0,0,1,2,1,4,0,0,2,"[ 1,4 ]",159,21619,2,1,159,21619,1,0,0,1,379,21622,0,0,0,0,0,0,0,0,0,0,16,0,0,60,0.0,0,0,0,897.28906,239,0,0,0
1099,1,1,2,0,0,2,3,0,0,2,"[ 2,3 ]",160,21678,1,1,134,23208,1,0,0,1,154,21811,0,0,0,0,0,0,20,20,0,0,0,0,0,0,294.3146,299,0,0,0.0,0,0,0,0
1101,1,1,2,0,0,1,4,0,0,2,"[ 1,4 ]",160,21752,1,1,187,23590,1,0,0,1,154,21811,0,0,0,0,0,0,20,20,0,0,0,0,0,0,289.39093,294,0,0,0.0,0,0,0,0
1148,2,0,0,1,1,2,4,0,0,2,"[ 2,4 ]",164,23045,1,411,94,23540,1,0,0,2,94,23540,0,0,0,0,0,0,0,0,0,0,47,0,0,47,0.0,0,0,0,691.71826,696,0,0,2
1150,1,1,2,0,0,2,5,0,0,2,"[ 2,5 ]",164,23045,1,1,278,20762,1,0,0,1,278,20875,0,0,0,0,0,0,23,25,0,0,0,0,0,0,337.27032,364,0,0,0.0,0,0,0,0
1150,2,0,0,1,2,3,6,0,0,2,"[ 3,6 ]",164,23045,1,1,164,23045,1,0,0,2,164,23042,0,0,0,0,0,0,0,0,0,0,58,0,0,59,0.0,0,0,0,877.2703,865,0,0,2
1153,1,1,1,0,0,2,3,0,0,2,"[ 2,3 ]",165,23026,1,411,267,20691,1,0,0,1,267,20691,0,0,0,0,0,0,19,20,0,0,0,0,0,0,272.02396,297,0,0,0.0,0,0,0,0
1177,1,1,2,0,0,1,3,0,0,2,"[ 1,3 ]",165,23041,1,1,37,24163,1,0,0,1,154,21811,0,0,0,0,0,0,17,17,0,0,0,0,0,0,246.44608,255,0,0,0.0,0,0,0,0
1177,2,0,0,1,1,2,3,0,0,2,"[ 2,3 ]",165,23041,2,411,154,21811,1,0,0,1,154,21811,0,0,0,0,0,0,0,0,0,0,17,0,0,50,0.0,0,0,0,741.44604,255,0,0,0
1196,1,1,2,0,0,5,4,0,0,2,"[ 5,4 ]",169,24799,1,1,481,481,1,0,0,1,358,26477,0,0,0,0,0,0,13,14,0,0,0,0,0,0,189.0109,210,0,0,0.0,0,0,0,0
1196,2,0,0,1,1,5,3,0,0,2,"[ 5,3 ]",169,24799,4,411,94,23540,1,0,0,2,94,23540,0,0,0,0,0,0,0,0,0,0,59,0,0,59,0.0,0,0,0,879.01086,876,0,0,0
1205,2,0,0,1,1,2,3,4,0,3,"[ 2,3,4 ]",171,24561,2,411,87,25067,1,1,0,2,87,25067,2,87,25067,0,0,0,0,0,0,0,48,49,0,50,0.0,0,0,0,739.45374,711,733,0,0
1212,1,1,1,0,0,1,3,0,0,2,"[ 1,3 ]",172,25181,1,411,358,26241,1,0,0,1,358,26241,0,0,0,0,0,0,21,23,0,0,0,0,0,0,314.80627,333,0,0,0.0,0,0,0,0
1216,1,1,2,0,0,2,3,0,0,2,"[ 2,3 ]",172,25182,1,1,187,23715,1,0,0,1,44,25072,0,0,0,0,0,0,19,20,0,0,0,0,0,0,281.6115,288,0,0,0.0,0,0,0,0
1216,2,0,0,1,2,2,3,0,0,2,"[ 2,3 ]",172,25182,1,1,172,25182,1,0,0,1,44,25072,0,0,0,0,0,0,0,0,0,0,20,0,0,48,0.0,0,0,0,716.6115,288,0,0,0
1222,1,1,2,0,0,1,3,0,0,2,"[ 1,3 ]",172,25194,1,1,64,25486,1,0,0,1,172,25193,0,0,0,0,0,0,23,23,0,0,0,0,0,0,343.63123,344,0,0,0.0,0,0,0,0
1224,1,1,1,0,0,1,3,4,0,3,"[ 1,3,4 ]",172,25207,2,411,44,25235,1,1,0,1,44,25235,2,44,25072,0,0,0,19,19,20,0,0,0,0,0,273.9739,280,286,0,0.0,0,0,0,0
1224,2,0,0,1,1,1,3,0,0,2,"[ 1,3 ]",172,25207,3,411,44,25235,1,0,0,1,44,25235,0,0,0,0,0,0,0,0,0,0,19,0,0,48,0.0,0,0,0,708.97394,280,0,0,0
1224,2,0,0,2,1,1,4,0,0,2,"[ 1,4 ]",172,25207,4,411,44,25072,1,0,0,2,44,25072,0,0,0,0,0,0,0,0,0,0,20,0,0,50,0.0,0,0,0,738.97394,286,0,0,0
1243,1,1,2,0,0,1,4,3,0,3,"[ 1,4,3 ]",176,23219,1,1,184,23323,1,1,0,1,94,23540,2,384,23100,0,0,0,24,24,25,0,0,0,0,0,354.26917,355,364,0,0.0,0,0,0,0
1256,1,1,2,0,0,1,3,0,0,2,"[ 1,3 ]",183,23169,1,1,52,25439,1,0,0,1,53,24076,0,0,0,0,0,0,16,16,0,0,0,0,0,0,227.69217,231,0,0,0.0,0,0,0,0
1261,2,0,0,1,1,1,4,0,0,2,"[ 1,4 ]",183,23204,2,411,22,23762,1,0,0,1,22,23762,0,0,0,0,0,0,0,0,0,0,21,0,0,52,0.0,0,0,0,776.6297,315,0,0,4
1261,1,1,1,0,0,2,4,0,0,2,"[ 2,4 ]",183,23204,1,411,22,23762,1,0,0,1,22,23762,0,0,0,0,0,0,21,21,0,0,0,0,0,0,311.6297,315,0,0,0.0,0,0,0,0
1263,1,1,2,0,0,2,4,5,0,3,"[ 2,4,5 ]",183,23205,1,1,384,23067,1,1,0,1,155,21813,2,44,25235,0,0,0,18,19,20,0,0,0,0,0,263.83127,272,292,0,0.0,0,0,0,0
1263,2,0,0,1,1,2,5,0,0,2,"[ 2,5 ]",183,23205,2,411,44,25235,1,0,0,2,44,25235,0,0,0,0,0,0,0,0,0,0,20,0,0,52,0.0,0,0,0,773.83124,292,0,0,3
1273,2,0,0,1,2,2,3,0,0,2,"[ 2,3 ]",183,23246,2,1,183,23246,1,0,0,3,87,25067,0,0,0,0,0,0,0,0,0,0,47,0,0,49,0.0,0,0,0,722.7946,694,0,0,1
1279,1,1,2,0,0,1,4,0,0,2,"[ 1,4 ]",188,22725,1,1,186,23464,1,0,0,1,78,24009,0,0,0,0,0,0,20,20,0,0,0,0,0,0,285.68417,291,0,0,0.0,0,0,0,0
1279,1,2,2,0,0,2,5,0,0,2,"[ 2,5 ]",188,22725,1,1,208,22473,1,0,0,1,115,22681,0,0,0,0,0,0,23,23,0,0,0,0,0,0,330.68417,331,0,0,0.0,0,0,0,0
1288,1,1,1,0,0,1,3,0,0,2,"[ 1,3 ]",190,23105,1,411,106,22353,1,0,0,1,106,22353,0,0,0,0,0,0,24,25,0,0,0,0,0,0,353.58063,368,0,0,0.0,0,0,0,0
1288,2,0,0,1,1,2,3,0,0,2,"[ 2,3 ]",190,23105,2,411,106,22353,1,0,0,1,106,22353,0,0,0,0,0,0,0,0,0,0,25,0,0,54,0.0,0,0,0,803.5806,368,0,0,1
1314,1,1,2,0,0,1,2,0,0,2,"[ 1,2 ]",198,22549,1,1,193,22267,1,0,0,1,123,22046,0,0,0,0,0,0,13,13,0,0,0,0,0,0,180.43994,194,0,0,0.0,0,0,0,0
1329,1,1,1,0,0,1,3,0,0,2,"[ 1,3 ]",198,22609,2,411,146,22821,1,0,0,1,146,22821,0,0,0,0,0,0,18,18,0,0,0,0,0,0,258.0468,258,0,0,0.0,0,0,0,0
1333,1,1,2,0,0,2,3,0,0,2,"[ 2,3 ]",198,22609,1,1,186,23441,1,0,0,1,285,21027,0,0,0,0,0,0,17,18,0,0,0,0,0,0,240.66753,261,0,0,0.0,0,0,0,0
1335,1,1,2,0,0,2,3,0,0,2,"[ 2,3 ]",198,22609,1,1,200,22386,1,0,0,1,384,23100,0,0,0,0,0,0,22,22,0,0,0,0,0,0,318.26663,320,0,0,0.0,0,0,0,0
1337,1,1,2,0,0,2,3,0,0,2,"[ 2,3 ]",198,22609,1,1,114,23165,1,0,0,1,155,21813,0,0,0,0,0,0,18,19,0,0,0,0,0,0,266.93637,271,0,0,0.0,0,0,0,0
1347,1,1,2,0,0,1,3,0,0,2,"[ 1,3 ]",198,22771,1,1,146,22284,1,0,0,1,56,24451,0,0,0,0,0,0,24,24,0,0,0,0,0,0,345.27075,355,0,0,0.0,0,0,0,0
1365,1,1,2,0,0,1,3,0,0,2,"[ 1,3 ]",198,22957,1,1,18,22250,1,0,0,1,296,21858,0,0,0,0,0,0,23,24,0,0,0,0,0,0,341.41037,355,0,0,0.0,0,0,0,0
1379,1,1,1,0,0,5,4,0,0,2,"[ 5,4 ]",203,22028,1,411,198,22771,1,0,0,1,198,22771,0,0,0,0,0,0,19,19,0,0,0,0,0,0,270.6943,277,0,0,0.0,0,0,0,0
1379,2,0,0,1,1,5,3,0,0,2,"[ 5,3 ]",203,22028,2,411,195,22321,1,0,0,3,195,22321,0,0,0,0,0,0,0,0,0,0,48,0,0,49,0.0,0,0,0,720.6943,718,0,0,0
1379,2,0,0,2,1,5,4,0,0,2,"[ 5,4 ]",203,22028,3,411,198,22771,1,0,0,1,198,22771,0,0,0,0,0,0,0,0,0,0,19,0,0,60,0.0,0,0,0,885.6943,277,0,0,0
1381,1,1,2,0,0,2,3,0,0,2,"[ 2,3 ]",203,22035,1,1,194,22475,1,0,0,1,203,22028,0,0,0,0,0,0,18,18,0,0,0,0,0,0,266.4976,266,0,0,0.0,0,0,0,0
1383,2,0,0,1,1,1,2,0,0,2,"[ 1,2 ]",205,25073,2,411,44,25142,1,0,0,2,44,25142,0,0,0,0,0,0,0,0,0,0,51,0,0,53,0.0,0,0,0,790.0002,761,0,0,1
1386,1,1,1,0,0,1,5,3,0,3,"[ 1,5,3 ]",205,25073,2,411,44,25142,1,1,0,1,44,25142,2,44,25142,0,0,0,17,18,18,0,0,0,0,0,251.64774,257,263,0,0.0,0,0,0,0
1386,2,0,0,1,1,1,5,3,0,3,"[ 1,5,3 ]",205,25073,3,411,44,25142,1,1,0,1,44,25142,2,44,25142,0,0,0,0,0,0,0,18,18,0,47,0.0,0,0,0,701.6477,257,263,0,0
1395,1,1,2,0,0,1,3,0,0,2,"[ 1,3 ]",209,21387,1,1,196,22023,1,0,0,1,125,21772,0,0,0,0,0,0,18,19,0,0,0,0,0,0,266.467,272,0,0,0.0,0,0,0,0
1396,1,1,2,0,0,1,5,6,0,3,"[ 1,5,6 ]",209,21414,1,1,448,448,1,1,0,1,123,22046,2,393,22335,0,0,0,18,19,19,0,0,0,0,0,264.84995,275,284,0,0.0,0,0,0,0
1415,1,1,1,0,0,1,3,0,0,2,"[ 1,3 ]",214,21066,2,411,219,20205,1,0,0,1,219,20205,0,0,0,0,0,0,23,24,0,0,0,0,0,0,342.77472,350,0,0,0.0,0,0,0,0
1415,2,0,0,1,2,2,3,0,0,2,"[ 2,3 ]",214,21066,1,1,214,21066,1,0,0,1,219,20205,0,0,0,0,0,0,0,0,0,0,24,0,0,55,0.0,0,0,0,822.7747,350,0,0,0
1427,1,1,1,0,0,1,2,0,0,2,"[ 1,2 ]",219,20210,1,411,219,20205,1,0,0,1,219,20205,0,0,0,0,0,0,22,22,0,0,0,0,0,0,320.63327,321,0,0,0.0,0,0,0,0
1447,1,1,1,0,0,2,3,4,5,4,"[ 2,3,4,5 ]",222,20152,2,411,219,20205,1,1,1,1,219,20205,2,219,20205,3,219,20205,16,16,16,17,0,0,0,0,232.34865,232,238,243,0.0,0,0,0,0
1456,1,1,1,0,0,1,3,0,0,2,"[ 1,3 ]",222,20218,2,411,219,20205,1,0,0,1,219,20205,0,0,0,0,0,0,23,23,0,0,0,0,0,0,341.45746,341,0,0,0.0,0,0,0,0
1457,1,1,1,0,0,1,3,4,0,3,"[ 1,3,4 ]",223,20216,1,411,219,20205,1,1,0,1,219,20205,2,219,20205,0,0,0,18,18,18,0,0,0,0,0,260.2524,261,266,0,0.0,0,0,0,0
1459,2,0,0,1,1,1,3,0,0,2,"[ 1,3 ]",223,20244,2,411,219,20205,1,0,0,2,219,20205,0,0,0,0,0,0,0,0,0,0,61,0,0,62,0.0,0,0,0,915.1385,907,0,0,0
1469,1,1,1,0,0,2,4,0,0,2,"[ 2,4 ]",227,21411,1,411,154,21811,1,0,0,1,154,21811,0,0,0,0,0,0,19,19,0,0,0,0,0,0,273.9855,283,0,0,0.0,0,0,0,0
1476,1,1,1,0,0,1,3,0,0,2,"[ 1,3 ]",229,21410,1,411,154,21811,1,0,0,1,154,21811,0,0,0,0,0,0,19,20,0,0,0,0,0,0,283.1258,289,0,0,0.0,0,0,0,0
1476,2,0,0,1,1,1,5,0,0,2,"[ 1,5 ]",229,21410,2,411,155,21813,1,0,0,2,155,21813,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0.0,0,0,0,748.1258,741,0,0,0
1476,1,2,2,0,0,2,4,0,0,2,"[ 2,4 ]",229,21410,1,1,380,21878,1,0,0,1,23,23410,0,0,0,0,0,0,15,16,0,0,0,0,0,0,223.1258,240,0,0,0.0,0,0,0,0
1478,1,1,2,0,0,2,4,0,0,2,"[ 2,4 ]",230,21318,1,1,204,23685,1,0,0,1,285,21027,0,0,0,0,0,0,17,18,0,0,0,0,0,0,252.02924,263,0,0,0.0,0,0,0,0
1478,2,0,0,1,2,2,4,0,0,2,"[ 2,4 ]",230,21318,1,1,230,21318,1,0,0,1,285,21027,0,0,0,0,0,0,0,0,0,0,18,0,0,46,0.0,0,0,0,687.02924,263,0,0,1
1481,1,1,2,0,0,1,3,0,0,2,"[ 1,3 ]",232,20819,1,1,158,21522,1,0,0,1,219,20205,0,0,0,0,0,0,20,21,0,0,0,0,0,0,298.78613,308,0,0,0.0,0,0,0,0
1483,1,1,2,0,0,2,3,0,0,2,"[ 2,3 ]",233,20980,1,1,460,460,1,0,0,1,154,21811,0,0,0,0,0,0,19,20,0,0,0,0,0,0,280.40134,292,0,0,0.0,0,0,0,0
1483,2,0,0,1,2,2,3,0,0,2,"[ 2,3 ]",233,20980,1,1,233,20980,1,0,0,1,154,21811,0,0,0,0,0,0,0,0,0,0,20,0,0,57,0.0,0,0,0,850.40137,292,0,0,0
1492,1,1,1,0,0,1,4,3,0,3,"[ 1,4,3 ]",236,21370,2,411,155,21813,1,1,0,1,155,21813,2,219,20205,0,0,0,18,18,21,0,0,0,0,0,255.7154,265,302,0,0.0,0,0,0,0
1492,2,0,0,1,1,1,4,0,0,2,"[ 1,4 ]",236,21370,5,411,155,21813,1,0,0,1,155,21813,0,0,0,0,0,0,0,0,0,0,18,0,0,47,0.0,0,0,0,690.7154,265,0,0,0
1492,2,0,0,2,1,1,3,0,0,2,"[ 1,3 ]",236,21370,6,411,219,20205,1,0,0,2,219,20205,0,0,0,0,0,0,0,0,0,0,21,0,0,53,0.0,0,0,0,780.7154,302,0,0,3
1500,2,0,0,1,1,2,4,0,0,2,"[ 2,4 ]",238,21238,1,411,285,21051,1,0,0,2,285,21051,0,0,0,0,0,0,0,0,0,0,49,0,0,49,0.0,0,0,0,729.978,731,0,0,0
1500,2,0,0,2,1,2,3,0,0,2,"[ 2,3 ]",238,21238,2,411,285,21051,1,0,0,2,285,21051,0,0,0,0,0,0,0,0,0,0,51,0,0,51,0.0,0,0,0,759.978,761,0,0,0
1501,1,1,1,0,0,1,3,0,0,2,"[ 1,3 ]",239,21213,2,411,154,21809,1,0,0,1,154,21809,0,0,0,0,0,0,21,22,0,0,0,0,0,0,310.98376,319,0,0,0.0,0,0,0,0
1501,2,0,0,1,1,1,3,0,0,2,"[ 1,3 ]",239,21213,3,411,154,21809,1,0,0,1,154,21809,0,0,0,0,0,0,0,0,0,0,22,0,0,36,0.0,0,0,0,535.98376,319,0,0,0
1507,1,1,2,0,0,1,2,0,0,2,"[ 1,2 ]",241,20190,1,1,43,24403,1,0,0,1,278,20762,0,0,0,0,0,0,16,17,0,0,0,0,0,0,231.62865,246,0,0,0.0,0,0,0,0
1507,2,0,0,1,2,1,2,0,0,2,"[ 1,2 ]",241,20190,1,1,241,20190,1,0,0,1,278,20762,0,0,0,0,0,0,0,0,0,0,17,0,0,48,0.0,0,0,0,711.62866,246,0,0,0
1508,2,0,0,1,2,1,2,0,0,2,"[ 1,2 ]",241,20190,1,1,241,20190,1,0,0,2,219,20205,0,0,0,0,0,0,0,0,0,0,52,0,0,53,0.0,0,0,0,784.07825,770,0,0,0
1512,1,1,2,0,0,1,2,0,0,2,"[ 1,2 ]",244,20080,1,1,207,22179,1,0,0,1,267,20721,0,0,0,0,0,0,21,22,0,0,0,0,0,0,308.47177,326,0,0,0.0,0,0,0,0
1514,1,1,2,0,0,1,3,4,0,3,"[ 1,3,4 ]",244,20110,1,1,184,23343,1,1,0,1,248,20070,2,267,20736,0,0,0,18,18,20,0,0,0,0,0,262.24237,270,292,0,0.0,0,0,0,0
1531,1,1,2,0,0,1,3,0,0,2,"[ 1,3 ]",262,20516,1,1,21,23875,1,0,0,1,262,20351,0,0,0,0,0,0,21,21,0,0,0,0,0,0,311.91882,311,0,0,0.0,0,0,0,0
1533,1,1,2,0,0,1,4,5,0,3,"[ 1,4,5 ]",264,20881,1,1,274,20911,1,1,0,1,278,20763,2,267,20708,0,0,0,16,17,17,0,0,0,0,0,238.8501,241,247,0,0.0,0,0,0,0
